frameTime,leftGaze origin x,leftGaze origin y,leftGaze origin z,leftGaze direction x,leftGaze direction y,leftGaze direction z,rightGaze origin x,rightGaze origin y,rightGaze origin z,rightGaze direction x,rightGaze direction y,rightGaze direction z
"46.01872","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.02561","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.02927","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.03857","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.04577","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.04907","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.05319","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.06218","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.0696","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.07355","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.07715","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.0813","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.08981","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.09362","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.10148","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.10527","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.10925","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.11457","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.12173","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.12523","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.12914","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.13371","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.14163","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.14518","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.14916","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.15331","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.15738","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.16136","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.16519","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.16926","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.17329","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.17708","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.18134","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.18938","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.19332","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.19713","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.20141","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.2052","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.20919","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.21342","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.22123","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.22675","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.2332","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.2374","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.24609","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.25322","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.25752","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.26125","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.26515","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.26935","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.27331","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.27725","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.28117","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.28531","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.28928","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.29406","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.2972","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.30117","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.30523","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.30924","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.31328","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.31879","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.32546","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.32915","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.33314","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.33721","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.34157","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.34522","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.34926","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.35325","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.35728","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.36134","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.36552","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.36951","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.37317","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.37751","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.38525","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.39363","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.40131","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.40952","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.41327","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.41827","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.426","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.43374","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.43796","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.44555","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.44918","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.45331","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.45736","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.46129","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.46522","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.46921","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.47312","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.47753","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.48126","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.48516","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.48917","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.49332","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.49722","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.50137","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.50513","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.50931","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.51342","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.51751","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.52113","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.53158","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
"46.5372","230.037","-183.526","274.054","-0.918","0.051","-0.393","230.037","-183.526","274.054","-0.918","0.051","-0.393"
